chord_symbol,voice_index,note_name,midi
Ab13b9,3,Gb4,66
Ab13b9,4,A4,69
Ab13b9,5,Db5,73
Ab13b9,6,F5,77
Ab13sus4,0,Ab3,56
Ab13sus4,1,Db4,61
Ab13sus4,2,Eb4,63
Ab13sus4,3,Gb4,66
Ab13sus4,4,Bb4,70
Ab13sus4,5,Db5,73
Ab13sus4,6,F5,77
Ab6,0,Ab3,56
Ab6,1,C4,60
Ab6,2,Eb4,63
Ab6,3,F4,65
Ab7,0,Ab3,56
Ab7,1,C4,60
Ab7,2,Eb4,63
Ab7,3,Gb4,66
Ab7#5#9,0,Ab3,56
Ab7#5#9,1,C4,60
Ab7#5#9,2,E4,64
Ab7#5#9,3,Gb4,66
Ab7#5#9,4,B4,71
Ab7alt,0,Ab3,56
Ab7alt,1,C4,60
Ab7alt,2,D4,62
Ab7alt,3,Gb4,66
Ab7alt,4,A4,69
Ab7alt,5,Bb4,70
Ab7sus2,0,Ab3,56
Ab7sus2,1,Bb3,58
Ab7sus2,2,Eb4,63
Ab7sus2,3,Gb4,66
Ab7sus4,0,Ab3,56
Ab7sus4,1,Db4,61
Ab7sus4,2,Eb4,63
Ab7sus4,3,Gb4,66
Ab9,0,Ab3,56
Ab9,1,C4,60
Ab9,2,Eb4,63
Ab9,3,Gb4,66
Ab9,4,Bb4,70
Ab9#5,0,Ab3,56
Ab9#5,1,C4,60
Ab9#5,2,E4,64
Ab9#5,3,Gb4,66
Ab9#5,4,Bb4,70
Ab9b5,0,Ab3,56
Ab9b5,1,C4,60
Ab9b5,2,D4,62
Ab9b5,3,Gb4,66
Ab9b5,4,Bb4,70
AbMaj7,0,Ab3,56
AbMaj7,1,C4,60
AbMaj7,2,Eb4,63
AbMaj7,3,G4,67
Abaug,0,Ab3,56
Abaug,1,C4,60
Abaug,2,E4,64
Abaug7,0,Ab3,56
Abaug7,1,C4,60
Abaug7,2,E4,64
Abaug7,3,Gb4,66
Abdim,0,Ab3,56
Abdim,1,B3,59
Abdim,2,D4,62
Abdim7,0,Ab3,56
Abdim7,1,B3,59
Abdim7,2,D4,62
Abdim7,3,Fb4,64
Abm,0,Ab3,56
Abm,1,B3,59
Abm,2,Eb4,63
Abm11,0,Ab3,56
Abm11,1,B3,59
Abm11,2,Eb4,63
Abm11,3,Gb4,66
Abm11,4,Bb4,70
Abm11,5,Db5,73
Abm13,0,Ab3,56
Abm13,1,B3,59
Abm13,2,Eb4,63
Abm13,3,Gb4,66
Abm13,4,Bb4,70
Abm13,5,Db5,73
Abm13,6,F5,77
Abm6,0,Ab3,56
Abm6,1,B3,59
Abm6,2,Eb4,63
Abm6,3,F4,65
Abm7,0,Ab3,56
Abm7,1,B3,59
Abm7,2,Eb4,63
Abm7,3,Gb4,66
Abm7b5,0,Ab3,56
Abm7b5,1,B3,59
Abm7b5,2,D4,62
Abm7b5,3,Gb4,66
Abm9,0,Ab3,56
Abm9,1,B3,59
Abm9,2,Eb4,63
Abm9,3,Gb4,66
Abm9,4,Bb4,70
AbmMaj7,0,Ab3,56
AbmMaj7,1,B3,59
AbmMaj7,2,Eb4,63
AbmMaj7,3,G4,67
Abmaj11,0,Ab3,56
Abmaj11,1,C4,60
Abmaj11,2,Eb4,63
Abmaj11,3,G4,67
Abmaj11,4,Bb4,70
Abmaj11,5,Db5,73
Abmaj13,0,Ab3,56
Abmaj13,1,C4,60
Abmaj13,2,Eb4,63
Abmaj13,3,G4,67
Abmaj13,4,Bb4,70
Abmaj13,5,Db5,73
Abmaj13,6,F5,77
Abmaj13#11,0,Ab3,56
Abmaj13#11,1,C4,60
Abmaj13#11,2,Eb4,63
Abmaj13#11,3,G4,67
Abmaj13#11,4,Bb4,70
Abmaj13#11,5,Db5,73
Abmaj13#11,6,F5,77
Abmaj7#11,0,Ab3,56
Abmaj7#11,1,C4,60
Abmaj7#11,2,Eb4,63
Abmaj7#11,3,G4,67
Abmaj7#11,4,D5,74
Abmaj9,0,Ab3,56
Abmaj9,1,C4,60
Abmaj9,2,Eb4,63
Abmaj9,3,G4,67
Abmaj9,4,Bb4,70
Abmaj9#11,0,Ab3,56
Abmaj9#11,1,C4,60
Abmaj9#11,2,Eb4,63
Abmaj9#11,3,G4,67
Abmaj9#11,4,Bb4,70
Abmaj9#11,5,D5,74
Absus2,0,Ab3,56
Absus2,1,Bb3,58
Absus2,2,Eb4,63
Absus4,0,Ab3,56
Absus4,1,Db4,61
Absus4,2,Eb4,63
Adim,0,A3,57
Adim,1,C4,60
Adim,2,Eb4,63
Adim7,0,A3,57
Adim7,1,C4,60
Adim7,2,Eb4,63
Adim7,3,Gb4,66
Am,0,A3,57
Am,1,C4,60
Am,2,E4,64
Am11,0,A3,57
Am11,1,C4,60
Am11,2,E4,64
Am11,3,G4,67
Am11,4,B4,71
Am11,5,D4,62
Am13,0,A3,57
Am13,1,C4,60
Am13,2,E4,64
Am13,3,G4,67
Am13,4,B4,71
Am13,5,D4,62
Am13,6,F#4,66
Am6,0,A3,57
Am6,1,C4,60
Am6,2,E4,64
Am6,3,F#4,66
Am7,0,A3,57
Am7,1,C4,60
Am7,2,E4,64
Am7,3,G4,67
Am7b5,0,A3,57
Am7b5,1,C4,60
Am7b5,2,Eb4,63
Am7b5,3,G4,67
Am9,0,A3,57
Am9,1,C4,60
Am9,2,E4,64
Am9,3,G4,67
Am9,4,B4,71
AmMaj7,0,A3,57
AmMaj7,1,C4,60
AmMaj7,2,E4,64
AmMaj7,3,G#4,68
Amaj11,0,A3,57
Amaj11,1,C#4,61
Amaj11,2,E4,64
Amaj11,3,G#4,68
Amaj11,4,B4,71
Amaj11,5,D4,62
Amaj13,0,A3,57
Amaj13,1,C#4,61
Amaj13,2,E4,64
Amaj13,3,G#4,68
Amaj13,4,B4,71
Amaj13,5,D4,62
Amaj13,6,F#4,66
Amaj13#11,0,A3,57
Amaj13#11,1,C#4,61
Amaj13#11,2,E4,64
Amaj13#11,3,G#4,68
Amaj13#11,4,B4,71
Amaj13#11,5,D#5,75
Amaj13#11,6,F#5,78
Amaj7,0,A3,57
Amaj7,1,C#4,61
Amaj7,2,E4,64
Amaj7,3,G#4,68
Amaj7#11,0,A3,57
Amaj7#11,1,C#4,61
Amaj7#11,2,E4,64
Amaj7#11,3,G#4,68
Amaj7#11,4,D#5,75
Amaj9,0,A3,57
Amaj9,1,C#4,61
Amaj9,2,E4,64
Amaj9,3,G#4,68
Amaj9,4,B4,71
Amaj9#11,0,A3,57
Amaj9#11,1,C#4,61
Amaj9#11,2,E4,64
Amaj9#11,3,G#4,68
Amaj9#11,4,B4,71
Amaj9#11,5,D#5,75
Asus2,0,A3,57
Asus2,1,B3,59
Asus2,2,E4,64
Asus4,0,A3,57
Asus4,1,D4,62
Asus4,2,E4,64
B,0,B3,59
B,1,D#4,63
B,2,F#4,66
B/D#,0,D#3,51
B/D#,1,F#3,54
B/D#,2,B4,71
B/F#,0,F#3,54
B/F#,1,B3,59
B/F#,2,D#4,63
B11,0,B3,59
B11,1,D#4,63
B11,2,F#4,66
B11,3,A4,69
B11,4,C#5,73
B11,5,E5,76
B13,0,B3,59
B13,1,D#4,63
B13,2,F#4,66
B13,3,A4,69
B13,4,C#5,73
B13,5,E5,76
B13,6,G#5,80
B13#11,0,B3,59
B13#11,1,D#4,63
B13#11,2,F#4,66
B13#11,3,A4,69
B13#11,4,C#5,73
B13#11,5,F5,77
B13#11,6,G#5,80
B13#9,0,B3,59
B13#9,1,D#4,63
B13#9,2,F#4,66
B13#9,3,A4,69
B13#9,4,D5,74
B13#9,5,E5,76
B13#9,6,G#5,80
B13b9,0,B3,59
B13b9,1,D#4,63
B13b9,2,F#4,66
B13b9,3,A4,69
B13b9,4,Db5,73
B13b9,5,E5,76
B13b9,6,G#5,80
B13sus4,0,B3,59
B13sus4,1,E4,64
B13sus4,2,F#4,66
B13sus4,3,A4,69
B13sus4,4,C#5,73
B13sus4,5,E5,76
B13sus4,6,G#5,80
B6,0,B3,59
B6,1,D#4,63
B6,2,F#4,66
B6,3,G#4,68
B7,0,B3,59
B7,1,D#4,63
B7,2,F#4,66
B7,3,A4,69
B7#5#9,0,B3,59
B7#5#9,1,D#4,63
B7#5#9,2,G4,67
B7#5#9,3,A4,69
B7#5#9,4,D5,74
B7alt,0,B3,59
B7alt,1,D#4,63
B7alt,2,F4,65
B7alt,3,A4,69
B7alt,4,C5,72
B7alt,5,Db5,73
B7sus2,0,B3,59
B7sus2,1,C#4,61
B7sus2,2,F#4,66
B7sus2,3,A4,69
B7sus4,0,B3,59
B7sus4,1,E4,64
B7sus4,2,F#4,66
B7sus4,3,A4,69
B9,0,B3,59
B9,1,D#4,63
B9,2,F#4,66
B9,3,A4,69
B9,4,C#5,73
B9#5,0,B3,59
B9#5,1,D#4,63
B9#5,2,G4,67
B9#5,3,A4,69
B9#5,4,C#5,73
B9b5,0,B3,59
B9b5,1,D#4,63
B9b5,2,F4,65
B9b5,3,A4,69
B9b5,4,C#5,73
BMaj7,0,B3,59
BMaj7,1,D#4,63
BMaj7,2,F#4,66
BMaj7,3,A#4,70
Baug,0,B3,59
Baug,1,D#4,63
Baug,2,G4,67
Baug7,0,B3,59
Baug7,1,D#4,63
Baug7,2,G4,67
Baug7,3,A4,69
Bb,0,Bb3,58
Bb,1,D4,62
Bb,2,F4,65
Bb/D,0,D3,50
Bb/D,1,F3,53
Bb/D,2,Bb3,58
Bb/F,0,F3,53
Bb/F,1,Bb3,58
Bb/F,2,D4,62
Bb11,0,Bb3,58
Bb11,1,D4,62
Bb11,2,F4,65
Bb11,3,Ab4,68
Bb11,4,C5,72
Bb11,5,Eb5,75
Bb13,0,Bb3,58
Bb13,1,D4,62
Bb13,2,F4,65
Bb13,3,Ab4,68
Bb13,4,C5,72
Bb13,5,Eb5,75
Bb13,6,G5,79
Bb13#11,0,Bb3,58
Bb13#11,1,D4,62
Bb13#11,2,F4,65
Bb13#11,3,Ab4,68
Bb13#11,4,C5,72
Bb13#11,5,E5,76
Bb13#11,6,G5,79
Bb13#9,0,Bb3,58
Bb13#9,1,D4,62
Bb13#9,2,F4,65
Bb13#9,3,Ab4,68
Bb13#9,4,D5,74
Bb13#9,5,Eb5,75
Bb13#9,6,G5,79
Bb13b9,0,Bb3,58
Bb13b9,1,D4,62
Bb13b9,2,F4,65
Bb13b9,3,Ab4,68
Bb13b9,4,Db5,73
Bb13b9,5,Eb5,75
Bb13b9,6,G5,79
Bb13sus4,0,Bb3,58
Bb13sus4,1,Eb4,63
Bb13sus4,2,F4,65
Bb13sus4,3,Ab4,68
Bb13sus4,4,C5,72
Bb13sus4,5,Eb5,75
Bb13sus4,6,G5,79
Bb6,0,Bb3,58
Bb6,1,D4,62
Bb6,2,F4,65
Bb6,3,G4,67
Bb7,0,Bb3,58
Bb7,1,D4,62
Bb7,2,F4,65
Bb7,3,Ab4,68
Bb7#5#9,0,Bb3,58
Bb7#5#9,1,D4,62
Bb7#5#9,2,F#4,66
Bb7#5#9,3,Ab4,68
Bb7#5#9,4,D5,74
Bb7alt,0,Bb3,58
Bb7alt,1,D4,62
Bb7alt,2,E4,64
Bb7alt,3,Ab4,68
Bb7alt,4,Bb4,70
Bb7alt,5,Db5,73
Bb7sus2,0,Bb3,58
Bb7sus2,1,C4,60
Bb7sus2,2,F4,65
Bb7sus2,3,Ab4,68
Bb7sus4,0,Bb3,58
Bb7sus4,1,Eb4,63
Bb7sus4,2,F4,65
Bb7sus4,3,Ab4,68
Bb9,0,Bb3,58
Bb9,1,D4,62
Bb9,2,F4,65
Bb9,3,Ab4,68
Bb9,4,C5,72
Bb9#5,0,Bb3,58
Bb9#5,1,D4,62
Bb9#5,2,F#4,66
Bb9#5,3,Ab4,68
Bb9#5,4,C5,72
Bb9b5,0,Bb3,58
Bb9b5,1,D4,62
Bb9b5,2,E4,64
Bb9b5,3,Ab4,68
Bb9b5,4,C5,72
BbMaj7,0,Bb3,58
BbMaj7,1,D4,62
BbMaj7,2,F4,65
BbMaj7,3,A4,69
Bbaug,0,Bb3,58
Bbaug,1,D4,62
Bbaug,2,F#4,66
Bbaug7,0,Bb3,58
Bbaug7,1,D4,62
Bbaug7,2,F#4,66
Bbaug7,3,Ab4,68
Bbdim,0,Bb3,58
Bbdim,1,Db4,61
Bbdim,2,E4,64
Bbdim7,0,Bb3,58
Bbdim7,1,Db4,61
Bbdim7,2,E4,64
Bbdim7,3,Gb4,66
Bbm,0,Bb3,58
Bbm,1,Db4,61
Bbm,2,F4,65
Bbm11,0,Bb3,58
Bbm11,1,Db4,61
Bbm11,2,F4,65
Bbm11,3,Ab4,68
Bbm11,4,C5,72
Bbm11,5,Eb5,75
Bbm13,0,Bb3,58
Bbm13,1,Db4,61
Bbm13,2,F4,65
Bbm13,3,Ab4,68
Bbm13,4,C5,72
Bbm13,5,Eb5,75
Bbm13,6,G5,79
Bbm6,0,Bb3,58
Bbm6,1,Db4,61
Bbm6,2,F4,65
Bbm6,3,G4,67
Bbm7,0,Bb3,58
Bbm7,1,Db4,61
Bbm7,2,F4,65
Bbm7,3,Ab4,68
Bbm7b5,0,Bb3,58
Bbm7b5,1,Db4,61
Bbm7b5,2,E4,64
Bbm7b5,3,Ab4,68
Bbm9,0,Bb3,58
Bbm9,1,Db4,61
Bbm9,2,F4,65
Bbm9,3,Ab4,68
Bbm9,4,C5,72
BbmMaj7,0,Bb3,58
BbmMaj7,1,Db4,61
BbmMaj7,2,F4,65
BbmMaj7,3,A4,69
Bbmaj11,0,Bb3,58
Bbmaj11,1,D4,62
Bbmaj11,2,F4,65
Bbmaj11,3,A4,69
Bbmaj11,4,C5,72
Bbmaj11,5,Eb5,75
Bbmaj13,0,Bb3,58
Bbmaj13,1,D4,62
Bbmaj13,2,F4,65
Bbmaj13,3,A4,69
Bbmaj13,4,C5,72
Bbmaj13,5,Eb5,75
Bbmaj13,6,G5,79
Bbmaj13#11,0,Bb3,58
Bbmaj13#11,1,D4,62
Bbmaj13#11,2,F4,65
Bbmaj13#11,3,A4,69
Bbmaj13#11,4,C5,72
Bbmaj13#11,5,Eb5,75
Bbmaj13#11,6,G5,79
Bbmaj7#11,0,Bb3,58
Bbmaj7#11,1,D4,62
Bbmaj7#11,2,F4,65
Bbmaj7#11,3,A4,69
Bbmaj7#11,4,E5,76
Bbmaj9,0,Bb3,58
Bbmaj9,1,D4,62
Bbmaj9,2,F4,65
Bbmaj9,3,A4,69
Bbmaj9,4,C5,72
Bbmaj9#11,0,Bb3,58
Bbmaj9#11,1,D4,62
Bbmaj9#11,2,F4,65
Bbmaj9#11,3,A4,69
Bbmaj9#11,4,C5,72
Bbmaj9#11,5,E5,76
Bbsus2,0,Bb3,58
Bbsus2,1,C4,60
Bbsus2,2,F4,65
Bbsus4,0,Bb3,58
Bbsus4,1,Eb4,63
Bbsus4,2,F4,65
Bdim,0,B3,59
Bdim,1,D4,62
Bdim,2,F4,65
Bdim7,0,B3,59
Bdim7,1,D4,62
Bdim7,2,F4,65
Bdim7,3,Ab4,68
Bm,0,B3,59
Bm,1,D4,62
Bm,2,F#4,66
Bm11,0,B3,59
Bm11,1,D4,62
Bm11,2,F#4,66
Bm11,3,A4,69
Bm11,4,C#5,73
Bm11,5,E5,76
Bm13,0,B3,59
Bm13,1,D4,62
Bm13,2,F#4,66
Bm13,3,A4,69
Bm13,4,C#5,73
Bm13,5,E5,76
Bm13,6,G#5,80
Bm6,0,B3,59
Bm6,1,D4,62
Bm6,2,F#4,66
Bm6,3,G#4,68
Bm7,0,B3,59
Bm7,1,D4,62
Bm7,2,F#4,66
Bm7,3,A4,69
Bm7b5,0,B3,59
Bm7b5,1,D4,62
Bm7b5,2,F4,65
Bm7b5,3,A4,69
Bm9,0,B3,59
Bm9,1,D4,62
Bm9,2,F#4,66
Bm9,3,A4,69
Bm9,4,C#5,73
BmMaj7,0,B3,59
BmMaj7,1,D4,62
BmMaj7,2,F#4,66
BmMaj7,3,A#4,70
Bmaj11,0,B3,59
Bmaj11,1,D#4,63
Bmaj11,2,F#4,66
Bmaj11,3,A#4,70
Bmaj11,4,C#5,73
Bmaj11,5,E5,76
Bmaj13,0,B3,59
Bmaj13,1,D#4,63
Bmaj13,2,F#4,66
Bmaj13,3,A#4,70
Bmaj13,4,C#5,73
Bmaj13,5,E5,76
Bmaj13,6,G#5,80
Bmaj13#11,0,B3,59
Bmaj13#11,1,D#4,63
Bmaj13#11,2,F#4,66
Bmaj13#11,3,A#4,70
Bmaj13#11,4,C#5,73
Bmaj13#11,5,E5,76
Bmaj13#11,6,G#5,80
Bmaj7#11,0,B3,59
Bmaj7#11,1,D#4,63
Bmaj7#11,2,F#4,66
Bmaj7#11,3,A#4,70
Bmaj7#11,4,E5,76
Bmaj9,0,B3,59
Bmaj9,1,D#4,63
Bmaj9,2,F#4,66
Bmaj9,3,A#4,70
Bmaj9,4,C#5,73
Bmaj9#11,0,B3,59
Bmaj9#11,1,D#4,63
Bmaj9#11,2,F#4,66
Bmaj9#11,3,A#4,70
Bmaj9#11,4,C#5,73
Bmaj9#11,5,E5,76
Bsus2,0,B3,59
Bsus2,1,C#4,61
Bsus2,2,F#4,66
Bsus4,0,B3,59
Bsus4,1,E4,64
Bsus4,2,F#4,66
C,0,C3,48
C,1,E3,52
C,2,G3,55
C#,0,C#3,49
C#,1,F3,53
C#,2,G#3,56
C#/F,0,F3,53
C#/F,1,G#3,56
C#/F,2,C#4,61
C#/G#,0,G#2,44
C#/G#,1,C#3,49
C#/G#,2,F3,53
C#11,0,C#3,49
C#11,1,F3,53
C#11,2,G#3,56
C#11,3,B3,59
C#11,4,D#4,63
C#11,5,F#4,66
C#13,0,C#3,49
C#13,1,F3,53
C#13,2,G#3,56
C#13,3,B3,59
C#13,4,D#4,63
C#13,5,F#4,66
C#13,6,A#4,70
C#13#11,0,C#3,49
C#13#11,1,F3,53
C#13#11,2,G#3,56
C#13#11,3,B3,59
C#13#11,4,D#4,63
C#13#11,5,G4,67
C#13#11,6,A#4,70
C#13#9,0,C#3,49
C#13#9,1,F3,53
C#13#9,2,G#3,56
C#13#9,3,B3,59
C#13#9,4,E4,64
C#13#9,5,F#4,66
C#13#9,6,A#4,70
C#13b9,0,C#3,49
C#13b9,1,F3,53
C#13b9,2,G#3,56
C#13b9,3,B3,59
C#13b9,4,D4,62
C#13b9,5,F#4,66
C#13b9,6,A#4,70
C#13sus4,0,C#3,49
C#13sus4,1,F#3,54
C#13sus4,2,G#3,56
C#13sus4,3,B3,59
C#13sus4,4,D#4,63
C#13sus4,5,F#4,66
C#13sus4,6,A#4,70
C#6,0,C#3,49
C#6,1,F3,53
C#6,2,G#3,56
C#6,3,A#3,58
C#7,0,C#3,49
C#7,1,F3,53
C#7,2,G#3,56
C#7,3,B3,59
C#7#5#9,0,C#3,49
C#7#5#9,1,F3,53
C#7#5#9,2,A3,57
C#7#5#9,3,B3,59
C#7#5#9,4,E4,64
C#7alt,0,C#3,49
C#7alt,1,F3,53
C#7alt,2,G3,55
C#7alt,3,B3,59
C#7alt,4,D4,62
C#7alt,5,E4,64
C#7sus2,0,C#3,49
C#7sus2,1,D#3,51
C#7sus2,2,G#3,56
C#7sus2,3,B3,59
C#7sus4,0,C#3,49
C#7sus4,1,F#3,54
C#7sus4,2,G#3,56
C#7sus4,3,B3,59
C#9,0,C#3,49
C#9,1,F3,53
C#9,2,G#3,56
C#9,3,B3,59
C#9,4,D#4,63
C#9#5,0,C#3,49
C#9#5,1,F3,53
C#9#5,2,A3,57
C#9#5,3,B3,59
C#9#5,4,D#4,63
C#9b5,0,C#3,49
C#9b5,1,F3,53
C#9b5,2,G3,55
C#9b5,3,B3,59
C#9b5,4,D#4,63
C#Maj7,0,C#3,49
C#Maj7,1,F3,53
C#Maj7,2,G#3,56
C#Maj7,3,C4,60
C#aug,0,C#3,49
C#aug,1,F3,53
C#aug,2,A3,57
C#aug7,0,C#3,49
C#aug7,1,F3,53
C#aug7,2,A3,57
C#aug7,3,B3,59
C#dim,0,C#3,49
C#dim,1,E3,52
C#dim,2,G3,55
C#dim7,0,C#3,49
C#dim7,1,E3,52
C#dim7,2,G3,55
C#dim7,3,Bb3,58
C#m,0,C#3,49
C#m,1,E3,52
C#m,2,G#3,56
C#m11,0,C#3,49
C#m11,1,E3,52
C#m11,2,G#3,56
C#m11,3,B3,59
C#m11,4,D#4,63
C#m11,5,F#4,66
C#m13,0,C#3,49
C#m13,1,E3,52
C#m13,2,G#3,56
C#m13,3,B3,59
C#m13,4,D#4,63
C#m13,5,F#4,66
C#m13,6,A#4,70
C#m6,0,C#3,49
C#m6,1,E3,52
C#m6,2,G#3,56
C#m6,3,A#3,58
C#m7,0,C#3,49
C#m7,1,E3,52
C#m7,2,G#3,56
C#m7,3,B3,59
C#m7b5,0,C#3,49
C#m7b5,1,E3,52
C#m7b5,2,G3,55
C#m7b5,3,B3,59
C#m9,0,C#3,49
C#m9,1,E3,52
C#m9,2,G#3,56
C#m9,3,B3,59
C#m9,4,D#4,63
C#mMaj7,0,C#3,49
C#mMaj7,1,E3,52
C#mMaj7,2,G#3,56
C#mMaj7,3,C4,60
C#maj11,0,C#3,49
C#maj11,1,F3,53
C#maj11,2,G#3,56
C#maj11,3,C4,60
C#maj11,4,D#4,63
C#maj11,5,F#4,66
C#maj13,0,C#3,49
C#maj13,1,F3,53
C#maj13,2,G#3,56
C#maj13,3,C4,60
C#maj13,4,D#4,63
C#maj13,5,F#4,66
C#maj13,6,A#4,70
C#maj13#11,0,C#3,49
C#maj13#11,1,F3,53
C#maj13#11,2,G#3,56
C#maj13#11,3,C4,60
C#maj13#11,4,D#4,63
C#maj13#11,5,G4,67
C#maj13#11,6,A#4,70
C#maj7#11,0,C#3,49
C#maj7#11,1,F3,53
C#maj7#11,2,G#3,56
C#maj7#11,3,C4,60
C#maj7#11,4,G4,67
C#maj9,0,C#3,49
C#maj9,1,F3,53
C#maj9,2,G#3,56
C#maj9,3,C4,60
C#maj9,4,D#4,63
C#maj9#11,0,C#3,49
C#maj9#11,1,F3,53
C#maj9#11,2,G#3,56
C#maj9#11,3,C4,60
C#maj9#11,4,D#4,63
C#maj9#11,5,G4,67
C#sus2,0,C#3,49
C#sus2,1,D#3,51
C#sus2,2,G#3,56
C#sus4,0,C#3,49
C#sus4,1,F#3,54
C#sus4,2,G#3,56
C/E,0,E3,52
C/E,1,G3,55
C/E,2,C4,60
C/G,0,G2,43
C/G,1,C3,48
C/G,2,E3,52
C11,0,C3,48
C11,1,E3,52
C11,2,G3,55
C11,3,Bb4,70
C11,4,D4,62
C11,5,F4,65
C13,0,C3,48
C13,1,E3,52
C13,2,G3,55
C13,3,Bb4,70
C13,4,D4,62
C13,5,F4,65
C13,6,A4,69
C13#11,0,C3,48
C13#11,1,E3,52
C13#11,2,G3,55
C13#11,3,Bb4,70
C13#11,4,D4,62
C13#11,5,F#4,66
C13#11,6,A4,69
C13#9,0,C3,48
C13#9,1,E3,52
C13#9,2,G3,55
C13#9,3,Bb4,70
C13#9,4,D#4,63
C13#9,5,F4,65
C13#9,6,A4,69
C13b9,0,C3,48
C13b9,1,E3,52
C13b9,2,G3,55
C13b9,3,Bb4,70
C13b9,4,Db4,61
C13b9,5,F4,65
C13b9,6,A4,69
C13sus4,0,C3,48
C13sus4,1,F3,53
C13sus4,2,G3,55
C13sus4,3,Bb3,58
C13sus4,4,D4,62
C13sus4,5,F4,65
C13sus4,6,A4,69
C6,0,C3,48
C6,1,E3,52
C6,2,G3,55
C6,3,A3,57
C7,0,C3,48
C7,1,E3,52
C7,2,G3,55
C7,3,Bb4,70
C7#5#9,0,C3,48
C7#5#9,1,E3,52
C7#5#9,2,G#3,56
C7#5#9,3,Bb4,70
C7#5#9,4,D#4,63
C7alt,0,C3,48
C7alt,1,E3,52
C7alt,2,Gb3,54
C7alt,3,Bb4,70
C7alt,4,Db4,61
C7alt,5,Eb4,63
C7sus2,0,C3,48
C7sus2,1,D3,50
C7sus2,2,G3,55
C7sus2,3,Bb3,58
C7sus4,0,C3,48
C7sus4,1,F3,53
C7sus4,2,G3,55
C7sus4,3,Bb3,58
C9,0,C3,48
C9,1,E3,52
C9,2,G3,55
C9,3,Bb4,70
C9,4,D4,62
C9#5,0,C3,48
C9#5,1,E3,52
C9#5,2,G#3,56
C9#5,3,Bb4,70
C9#5,4,D4,62
C9b5,0,C3,48
C9b5,1,E3,52
C9b5,2,Gb3,54
C9b5,3,Bb4,70
C9b5,4,D4,62
Caug,0,C3,48
Caug,1,E3,52
Caug,2,G#3,56
Caug7,0,C3,48
Caug7,1,E3,52
Caug7,2,G#3,56
Caug7,3,Bb4,70
Cdim,0,C3,48
Cdim,1,Eb3,51
Cdim,2,Gb3,54
Cdim7,0,C3,48
Cdim7,1,Eb3,51
Cdim7,2,Gb3,54
Cdim7,3,A4,69
Cm,0,C3,48
Cm,1,Eb3,51
Cm,2,G3,55
Cm11,0,C3,48
Cm11,1,Eb3,51
Cm11,2,G3,55
Cm11,3,Bb4,70
Cm11,4,D4,62
Cm11,5,F4,65
Cm13,0,C3,48
Cm13,1,Eb3,51
Cm13,2,G3,55
Cm13,3,Bb4,70
Cm13,4,D4,62
Cm13,5,F4,65
Cm13,6,A4,69
Cm6,0,C3,48
Cm6,1,Eb3,51
Cm6,2,G3,55
Cm6,3,A3,57
Cm7,0,C3,48
Cm7,1,Eb3,51
Cm7,2,G3,55
Cm7,3,Bb4,70
Cm7b5,0,C3,48
Cm7b5,1,Eb3,51
Cm7b5,2,Gb3,54
Cm7b5,3,Bb4,70
Cm9,0,C3,48
Cm9,1,Eb3,51
Cm9,2,G3,55
Cm9,3,Bb4,70
Cm9,4,D4,62
CmMaj7,0,C3,48
CmMaj7,1,Eb3,51
CmMaj7,2,G3,55
CmMaj7,3,B4,71
Cmaj11,0,C3,48
Cmaj11,1,E3,52
Cmaj11,2,G3,55
Cmaj11,3,B4,71
Cmaj11,4,D4,62
Cmaj11,5,F4,65
Cmaj13,0,C3,48
Cmaj13,1,E3,52
Cmaj13,2,G3,55
Cmaj13,3,B4,71
Cmaj13,4,D4,62
Cmaj13,5,F4,65
Cmaj13,6,A4,69
Cmaj13#11,0,C3,48
Cmaj13#11,1,E3,52
Cmaj13#11,2,G3,55
Cmaj13#11,3,B3,59
Cmaj13#11,4,D4,62
Cmaj13#11,5,F#4,66
Cmaj13#11,6,A4,69
Cmaj7,0,C3,48
Cmaj7,1,E3,52
Cmaj7,2,G3,55
Cmaj7,3,B4,71
Cmaj7#11,0,C3,48
Cmaj7#11,1,E3,52
Cmaj7#11,2,G3,55
Cmaj7#11,3,B3,59
Cmaj7#11,4,F#4,66
Cmaj9,0,C3,48
Cmaj9,1,E3,52
Cmaj9,2,G3,55
Cmaj9,3,B4,71
Cmaj9,4,D4,62
Cmaj9#11,0,C3,48
Cmaj9#11,1,E3,52
Cmaj9#11,2,G3,55
Cmaj9#11,3,B3,59
Cmaj9#11,4,D4,62
Cmaj9#11,5,F#4,66
Csus2,0,C3,48
Csus2,1,D3,50
Csus2,2,G3,55
Csus4,0,C3,48
Csus4,1,F3,53
Csus4,2,G3,55
D,0,D3,50
D,1,F#3,54
D,2,A3,57
D#,0,D#3,51
D#,1,G3,55
D#,2,A#3,58
D#/A#,0,A#2,46
D#/A#,1,D#3,51
D#/A#,2,G3,55
D#/G,0,G3,55
D#/G,1,A#3,58
D#/G,2,D#4,63
D#11,0,D#3,51
D#11,1,G3,55
D#11,2,A#3,58
D#11,3,C#4,61
D#11,4,F4,65
D#11,5,G#4,68
D#13,0,D#3,51
D#13,1,G3,55
D#13,2,A#3,58
D#13,3,C#4,61
D#13,4,F4,65
D#13,5,G#4,68
D#13,6,C4,60
D#13#11,0,D#3,51
D#13#11,1,G3,55
D#13#11,2,A#3,58
